index,ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Net Income Flag,Equity to Liability
Cash Flow to Liability,0.22751184439784225,0.22440810883591458,0.22763122924196597,0.12703913192453334,0.12697390227050162,0.1795439273989799,0.1855507442329216,0.18449853331916988,0.05405537082065116,0.18702690787932427,0.01286957804704501,0.006129296197740386,0.2547920735169157,-0.06805413452073063,0.06848767619882631,0.12238430292126068,0.12216693485091294,0.12226133368784738,0.20230192703930583,0.2779732829481931,0.08396525074713658,0.19126164158842987,0.20518027220572604,0.15384778439020852,0.1516230814345589,0.169737575953055,0.169532351980847,0.1604990381425906,0.04591282170308667,0.2894903421219983,0.1901317646235738,0.2992736900945193,0.19916772449333792,0.22595642497736887,-0.01783335026750273,-0.10277536579292132,-0.10150308531172698,0.10150308531172698,0.13747105997023332,-0.15105516280217873,-0.059170385191795294,0.1903690550123933,0.19841148492190155,-0.046207977272221895,0.11656479136125221,0.054269883992396385,-0.05441115829849703,-0.007289931847740152,0.031320461081086784,0.0626208672678137,0.03186377332957524,0.16951465299215115,-0.12257020684299669,0.23335399237312637,0.2387048855408871,0.18959569575149254,0.4443741974472546,0.21849292688575334,0.36702531525109255,-0.05536288892864379,0.26884208568312074,-0.08547757821207097,0.0013029329888520767,0.08348949806165115,0.2145508387597032,-0.07187452153362979,-0.10166171082018262,0.16394135701628715,0.17327729594585897,0.008784267557173984,-0.01140193794480991,-0.0634013782857557,0.18616566002599694,-0.20000709538931088,0.9675715709696617,-0.11934590976461992,0.08348949806165115,-0.07187452153362979,-0.09053105512679802,0.9849751198420023,1.0,0.28091989568523523,0.9557351069899348,-0.19916739965455627,,0.21581269731424846,-0.06623523488511632,0.1583852843815021,0.12702574922360182,0.20810522878424223,-0.1000979981167096,0.0009464456748622507,-0.01718439032705709,,0.10150178350587201
CFO to Assets,0.49869873413703014,0.4195292178039552,0.4928171872321254,0.3420305037133481,0.3433742526969178,0.4729900847713923,0.420432920548375,0.4127069157643736,0.09496571929900116,0.4295870901966796,-0.055214527620676086,0.08114626347976292,0.9225867104730227,-0.12075781999534523,0.1976204423888123,0.28061422552110127,0.2805042845220307,0.27983977954060535,0.3943742909414708,0.9541515457622244,0.1044021031771528,0.41461581011221715,0.3783517417513261,0.06917672473300657,0.11887754414031132,0.12074084805103495,0.1185970897405438,0.12017776250089098,0.08445970555469338,0.12301441088003115,0.12196576888475522,0.9208425018164791,0.2185799946667076,0.2806287166315918,-0.0026891588805638216,-0.2908908572384749,-0.2911589718060238,0.2911589718060238,-0.003938458075541411,-0.33267208822616223,-0.07563040389300696,0.413833044787267,0.38501545568426326,-0.24553964902100808,0.09948056024657102,0.07581623923357686,-0.07772857399515702,-0.058965181008030776,-0.03526343869983076,-0.011033725652354632,-0.009520875102033225,0.3609930930188309,-0.011156851467121646,0.15894660162908117,0.1131304450605076,-0.020049468458317468,0.301591229096308,0.26523653615461595,0.3284084412127339,-0.2387087892981794,0.9457265439166493,-0.14608760869220716,-0.05087355354735676,0.023941645770580215,0.06121230806746996,-0.2622437064025702,-0.08776787744092876,0.41920350486575325,0.3532228060030335,0.02460497954092818,-0.06675719963452163,-0.0821222891916684,0.10333776429296565,-0.12287533434922764,0.2566090836367062,0.07452975343464255,0.023941645770580215,-0.2622437064025702,-0.1385413643431291,0.27835674017925194,0.28091989568523523,1.0,0.2694175301822971,-0.2185821022179791,,0.4455424358219945,0.030992636627729296,0.13649476328372512,0.3420214021905346,0.3878085810732393,-0.28822500995217115,0.015522985141275324,0.005542531756910265,,0.29117030785251224
Cash Flow to Equity,0.22786057802400914,0.22897682559428598,0.2298066226805614,0.10974567780593864,0.10960014426115215,0.1747926915765573,0.17731514631830225,0.17722836640406742,0.055171672263393146,0.17974852575104536,0.018443121366175274,0.007829079473637524,0.22387054561250547,-0.05898589751392101,0.07201466188920318,0.11951176131034669,0.119343271090746,0.11958579367268957,0.21245251400345974,0.28029912615338987,0.11873649397278947,0.20547805317839626,0.21459119166853347,0.1692473952897623,0.16771815738163806,0.18705792822060538,0.1864887162352278,0.17682108158644805,0.04563762987898692,0.3053743986386504,0.20572370063805873,0.3029536805486348,0.15535235519955834,0.1846361663205918,0.012963354964755855,-0.03977804498082113,-0.038812713646378734,0.038812713646378734,0.12967217148335228,-0.1054495659798447,-0.050568235607539765,0.2046236144429749,0.20760104488285702,-0.003021707201700462,0.13809174679800001,0.051092277132331165,-0.048423419177428303,-0.018093268907022973,0.03675880394003704,0.10371187832020508,0.04705201714011313,0.17334868609779144,-0.12466424587214643,0.20585998255547427,0.2430360834954107,0.2026447208552388,0.44101547784650347,0.17713082909533848,0.3350311097968009,-0.000833825843762835,0.2385199558233098,-0.055960962230782826,-0.00810136342974373,0.0817589423238985,0.2114577199148923,-0.013943904869521436,-0.08241758726677798,0.15654918410317684,0.17415397623969672,0.003548301696049834,-0.016371621745201757,-0.07021520318527469,0.1509677401498393,-0.17358359794237183,0.9537863140372296,-0.12483920996669443,0.0817589423238985,-0.013943904869521436,-0.060445036227005824,0.9872794597130558,0.9557351069899348,0.2694175301822971,1.0,-0.1553520325750064,,0.21553453483221424,-0.054074624936325796,0.14543548081251695,0.10973438360839347,0.22288308359624728,-0.038107504548410144,0.03201904060054353,0.01382610796486386,,0.03881702245826568
Current Liability to Current Assets,-0.2671966493494372,-0.29967114240930215,-0.26983916806864383,-0.3769142638996363,-0.3769230294461982,-0.3046590987330782,-0.31862157666828966,-0.3212838366646523,-0.19247547761147107,-0.31665975350470416,0.0438766392513967,-0.06556909588402499,-0.36658723220105277,0.24952969923765964,-0.08888562663419106,-0.242980852073238,-0.24316746468935735,-0.24313486298106918,-0.247318663531593,-0.15378666687853265,0.06366218980176669,-0.23032179493717897,-0.24912239015274396,-0.06549102318765895,-0.05864293114619718,-0.07791332574815127,-0.07737796960219177,-0.058060511121219634,-0.01954996389694037,-0.20285900881503494,-0.07262564515901436,-0.10871211250077063,-0.9999999897642006,-0.8701855526380875,0.19441927740556736,0.7090300006903988,0.7103479356556328,-0.7103479356556328,-0.4287246652121442,0.6665110687899481,0.20316456961857982,-0.22991803286297244,-0.24888767099129844,0.23591067896583107,-0.08336493178287405,-0.023029550164921316,0.03615471157003054,-0.033095050032539854,0.020771763519899653,0.1815185822443797,0.017864364667001236,-0.25353747138901755,0.28541493461508793,-0.8938999741497012,-0.4594638311203654,-0.4119237671594234,-0.5318752733566777,-0.8875227113377924,-0.687402297957235,0.6408560178491011,-0.36225286434740533,0.16347036600535006,-0.39006263297595006,-0.07902679454039312,-0.7226278746873008,0.6838853522115784,0.36491357752456594,-0.3255516428335546,-0.26146122470776445,-0.14002449712942044,0.002017775454279653,0.10814778810894007,-0.8721657551148622,0.23465040030348863,-0.17170808958290973,0.263707812212502,-0.07902679454039312,0.6838853522115784,0.3701958822622891,-0.17479657569390528,-0.19916739965455627,-0.2185821022179791,-0.1553520325750064,1.0,,-0.33900936196754644,0.2604445728652905,-0.49068867292577767,-0.37690443585418004,-0.2358387077207966,0.7034019861479699,0.1465620592553371,0.1973299190789086,,-0.7103456649046559
Liability-Assets Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Net Income to Total Assets,0.9215756479347851,0.991384154528917,0.9304214396722291,0.5104121502930742,0.5082405072710329,0.7968786368145555,0.9076842417213986,0.9103105173215503,0.5036759848913877,0.8961724244808146,-0.02947510368492446,0.11568797399779975,0.4408584483443125,-0.14864453819651413,0.4348173585418912,0.6619031571928876,0.6617628043636251,0.6614277509758062,0.9431994530355331,0.48188607177943615,0.37685503318597513,0.833610571231816,0.9498972495877888,0.38016862114283523,0.3999296348272641,0.4951532804076033,0.4928778382479434,0.4605876829079956,0.22822102248297102,0.6658168101410571,0.4996547662087815,0.3102170483001328,0.33900950040666417,0.37873362462598925,0.15114162460145827,-0.30568185408483833,-0.3047978674858091,0.3047978674858091,0.25459659844868,-0.3992098423509632,-0.07303180902823914,0.8331499415435507,0.9512569906359598,-0.06833792785806404,0.32117586359120553,0.08580741307558068,-0.08944292680909381,-0.08710807883109707,-0.052207649021583806,0.16837454718492903,0.1401454153352301,0.744338787604402,-0.18509324154894602,0.35178097607902215,0.267983393109846,0.19538008404298216,0.29802143931221975,0.3557581609676612,0.3007176935379956,-0.1930662202434672,0.4636935933242904,-0.06524843403730873,0.03091483751156213,0.12278441120481921,0.2882016196608416,-0.23669516886222636,-0.18739008356530262,0.8848678998494758,0.8984540774374415,-0.13325682170077763,-0.08651058834846526,-0.056669590672238576,0.22836040502581442,-0.09497522893427342,0.20208314787821485,-0.1816255976339188,0.12278441120481921,-0.23669516886222636,-0.21262716278899244,0.22052364334136768,0.21581269731424846,0.4455424358219945,0.21553453483221424,-0.33900936196754644,,1.0,0.020980623014067182,0.23056992213479455,0.5104044350680927,0.9660074345553852,-0.29754911535965883,0.20048189696201413,0.15119673895856872,,0.3047899721752878
Total assets to GNP price,0.003832966067444817,0.024116243458784374,0.014495483861908066,-0.24857511183482495,-0.2487340080323136,0.024533682951352186,0.0731788380758322,0.0749778050988538,0.08385250545766611,0.053387733180601166,0.12089385500354825,0.012721603932956432,0.05095883978427634,0.1077993018949239,-0.008259702469985116,0.3075637550201681,0.3076298218472437,0.3090068090476555,0.08815387161366688,0.10851014169999469,0.06697088576167366,0.05577196685668541,0.08945937271062016,-0.07942830374628085,-0.04910985799950604,-0.038605225129190235,-0.037885525559275685,-0.03017986963207562,0.05968004328911132,-0.09237069380511455,-0.04202120088415397,-0.014526165250262358,-0.26044655589623805,-0.25682756350343483,0.15017822225911429,0.18285786391731473,0.18421235078512224,-0.18421235078512224,-0.0783863985936821,0.23657622494086739,0.34203972149047357,0.05477185657314449,0.09503943292575649,-0.05043360779038052,-0.17270938917722306,0.1456267432984752,-0.1332924010531534,-0.10601841113730932,0.009894097454026134,-0.0928000746624291,0.3218793107866424,0.1563529737130324,0.42046639480782566,-0.3048509739802518,-0.33852175905662957,-0.2760746580124699,-0.28198213661918187,-0.2756033172208506,-0.22578974896886758,0.022590065531692998,0.0037335676223891694,0.12398636309885287,-0.05675075007624773,-0.25644946646493505,-0.2547545318816157,0.07438381107663307,0.2714388374888244,0.09940477799970568,0.17672879652881868,-0.5001843091412042,0.04488899882257046,0.06862285364915202,-0.21037609124582332,0.05280467306241648,-0.05390179012617733,0.06926831935974417,-0.25644946646493505,0.07438381107663307,0.24510839332684825,-0.05988727076588309,-0.06623523488511632,0.030992636627729296,-0.054074624936325796,0.2604445728652905,,0.020980623014067182,1.0,-0.10858937037270591,-0.24857161853682835,0.043220900492282444,0.18129077084276107,0.12346899870032857,0.14646613323271823,,-0.18420932488938696
No-credit Interval,0.19232424531467532,0.21314951812892297,0.18342149953032708,0.09577261412678913,0.09452565093458029,0.16292778966390017,0.19730163846991083,0.18933195899586247,0.16009912220162262,0.18980692399982727,0.03092706635229044,0.09790192604746231,0.19983280837783507,-0.1540080222984052,0.12582770859484313,0.18703471728493812,0.18717383769263168,0.1868909826865614,0.18549072695692523,0.12491437692544831,0.05080706862808084,0.15671088341425637,0.19876575654755307,0.04055131934725068,0.041391740166127636,0.06938143401960123,0.06751590533658754,0.05614238115872936,0.014414346513858136,0.16768072113279273,0.07378930426564463,0.08648280687579199,0.4906890968988119,0.5809825318579926,-0.15411382530625878,-0.38133453531512923,-0.3821890882448488,0.3821890882448488,0.2672523144503329,-0.4016830613975746,-0.032314690394764145,0.15588168477705477,0.19689464154365177,-0.2066159024645999,0.11847145645171803,-0.08598066294382327,0.08765833587021307,-0.11033120705673037,0.01968993158452922,-0.0278743627377283,0.03370929607621801,0.16762902447147343,-0.19471716384259813,0.4470025933999479,0.42321503731716736,0.17933867172687035,0.3605336314873321,0.5922848993655574,0.42378876338841476,-0.34339080279834167,0.20610820962845264,-0.30760094688792555,-0.01176704970151052,0.03723790120049689,0.34315833057941403,-0.36186766942248544,-0.18630152011150944,0.21305240417562,0.19549326050372692,-0.007469709341388171,-0.03667401788437696,-0.13017370643038903,0.37083096011681455,-0.1678490061676482,0.14755933614464983,-0.17209654178196818,0.03723790120049689,-0.36186766942248544,-0.19553924537674142,0.15084265614369607,0.1583852843815021,0.13649476328372512,0.14543548081251695,-0.49068867292577767,,0.23056992213479455,-0.10858937037270591,1.0,0.09576494091614435,0.17039137638649174,-0.3787225135384912,-0.10124330829918501,-0.12759081623141347,,0.38219515488205574
Gross Profit to Sales,0.5057535250329565,0.49995871506793127,0.5175873312459837,0.9999999034634404,0.9989524340105758,0.6861887417768673,0.5886456689644082,0.5937370072249984,0.11436251909698956,0.6051333548294544,-0.20635898517350942,0.013601518769167606,0.39472087681214024,-0.19306960475527338,0.15956771754391005,0.2575387865934982,0.25752242685205085,0.2574744751186454,0.44715439097981385,0.31207656069460527,-0.15558408390102835,0.4797399934646686,0.4301082680066202,0.2925839896790873,0.27480851292962355,0.24062981126527314,0.23938685576826163,0.24191527071248933,0.12444621594721131,0.3292505139212291,0.25280544295254564,0.25341164705510794,0.3769023151905346,0.37105140530047814,0.027880018167884782,-0.39380995487393844,-0.39245196317750713,0.39245196317750713,0.09626796714981954,-0.36340575074551856,-0.23030756149444181,0.48041438772668255,0.4296753883337308,-0.2565274330838073,-0.14232470261318103,-0.036265640089196284,0.04122963334014491,0.13099283866811529,-0.07683405480156247,-0.25558206973089187,-0.31370796830595504,0.40840026176138156,-0.15108049589082853,0.3236346833823229,0.14520807423826015,0.10021820822698353,0.27776863830029885,0.36487856911256594,0.3578552185356964,-0.3364839989639945,0.39643452848721056,-0.14333944868933968,0.08015554675670751,0.06870401597395832,0.2183724127639622,-0.36394114679890316,-0.16407697170699248,0.43925082559954426,0.37243389845991137,0.29767080406011615,-0.03401152432588161,-0.11848744167522944,0.4239748969849787,-0.13799901803840237,0.13112273983946668,-0.010641755689955427,0.06870401597395832,-0.36394114679890316,-0.20229116041804301,0.1203336170013419,0.12702574922360182,0.3420214021905346,0.10973438360839347,-0.37690443585418004,,0.5104044350680927,-0.24857161853682835,0.09576494091614435,1.0,0.453716433766137,-0.3886306249049918,0.028858347922843156,0.007474566727158021,,0.39244106282859903
Net Income to Stockholder's Equity,0.8964210241800183,0.9691333727012368,0.9043324977656506,0.45372374145310584,0.45135471437302693,0.7631731554850191,0.857255483446579,0.8594689427786815,0.4656716511326074,0.8491141001900528,-0.005625689728959683,0.09223561738714063,0.35065031384715695,-0.12036505556345974,0.44480039140257865,0.6420301844438172,0.6418187993045553,0.6414196709307415,0.9547752621550021,0.44579370658833767,0.45458130273877095,0.8586600397149836,0.9608847286452892,0.4113413592585229,0.4243111676740934,0.515189685666569,0.513017945308818,0.4826946429522749,0.21833853549695884,0.6903678512619731,0.5230595463227876,0.2793415862334975,0.2358390312519633,0.2749673854577064,0.21523046197735116,-0.1475028849207256,-0.14644786624810008,0.14644786624810008,0.2287131634623415,-0.28846191167421104,-0.06590290307118946,0.8583519237090089,0.9621427738575011,0.039350794588144916,0.36688758176180997,0.09168999788432,-0.09326124592450252,-0.09177140214241095,-0.04135678734619966,0.26547806146647845,0.1878518583209835,0.7496291040396003,-0.17733966540153542,0.2907714775185685,0.26994116752123753,0.23694421642694716,0.2531252806367865,0.2541353755807084,0.20795182519067093,-0.05399072526199066,0.37087076162248106,-0.008239741196904578,0.014266194097364461,0.12408136534162119,0.2944616240524818,-0.10111479510888786,-0.14094645141142648,0.8423264544760913,0.8793239868200965,-0.1404334728234812,-0.0850648541148344,-0.038674500826417914,0.15217808242294215,-0.05744552971819782,0.1993898842715895,-0.19334159273905382,0.12408136534162119,-0.10111479510888786,-0.14529044758568666,0.2215237196725099,0.20810522878424223,0.3878085810732393,0.22288308359624728,-0.2358387077207966,,0.9660074345553852,0.043220900492282444,0.17039137638649174,0.453716433766137,1.0,-0.15296582333214423,0.259345971850632,0.20857716279592564,,0.14644145616448834
Liability to Equity,-0.2463481178865179,-0.24384351245825817,-0.25189715923568023,-0.3886387238459427,-0.3889753096928275,-0.24642248829836702,-0.34108409710089266,-0.34416512093928153,-0.28191413951802274,-0.3349900781839778,0.07512551912585677,-0.0788842132438007,-0.46453533540418734,0.2547564408564198,-0.021450932051122293,-0.24173610764212927,-0.2419134936195533,-0.24154375878195036,-0.16701892040160585,-0.19533990524815267,0.358011356875235,-0.06212240973096521,-0.16410684352546154,0.024664243094452195,0.019063342925877236,-0.020893060695632147,-0.02043376886334902,-0.006786660243967208,-0.026343114193488965,-0.10113831017389387,-0.014290778662563551,-0.14551953624454833,-0.7033991424707842,-0.6956153286336921,0.2508328387996233,0.99176332056054,0.9925986293228622,-0.9925986293228622,-0.2592558271396284,0.8298791780728995,0.1311316881615859,-0.06141063929804974,-0.1654905118725442,0.6757565334331813,0.1956972024025194,-0.03026468766662881,0.03705323014351989,-0.025482282855047764,0.04500366900412176,0.5163049202430962,0.2331273210629446,-0.10817742402228407,0.12779680979221306,-0.47579373781296624,-0.09951451067956389,0.0934450278419911,-0.37733621759890523,-0.6990855544789634,-0.6171885292375578,0.820345340787932,-0.4805890505813935,0.27888518856612543,-0.15962054260942724,-0.11976725481491787,-0.1973029722843894,0.9181787102655742,0.3999089627575138,-0.32309506782267017,-0.24367733930093066,-0.03716393874109361,0.004558242817017468,0.10136392827374618,-0.5701706148103947,0.22976630212400265,-0.07825706063799365,0.05504823444248901,-0.11976725481491787,0.9181787102655742,0.5389661095344321,-0.0642412227643818,-0.1000979981167096,-0.28822500995217115,-0.038107504548410144,0.7034019861479699,,-0.29754911535965883,0.18129077084276107,-0.3787225135384912,-0.3886306249049918,-0.15296582333214423,1.0,0.2022562419138495,0.24207252520769637,,-0.9925987341380008
Degree of Financial Leverage (DFL),0.21705446110354068,0.23151680151556042,0.22349494304713058,0.028859533860114812,0.028749544594243878,0.21879893889482477,0.23406227922752074,0.23710960509919365,0.1844165250164744,0.21930066626237174,0.023079893205138546,-0.0007030540075119319,-0.011951598652337204,0.20336074315810507,0.4090842235561073,0.1616985688737506,0.16179603801198378,0.16154603720948693,0.24545985462380432,0.0519037843575985,0.2174849507973752,0.26627311146426336,0.2587867977899313,0.19481036442460362,0.24106594168972598,0.30337278793433364,0.3016867234871098,0.2770396572357477,0.14737615752393043,0.25200091551620135,0.20340469362458158,0.03752605314697923,-0.1465626584992984,-0.14815569946919574,0.889715169628359,0.1967254348598427,0.1974371970164264,-0.1974371970164264,-0.09369941676587357,0.2524586512271717,0.09946238214961488,0.26684315792756425,0.2570225295848608,0.16095056547691752,0.1307267298930416,-0.010984911679384054,0.0057794180160230454,-0.02539003605392794,-0.1225299968607062,0.19122916279908733,0.10173192777940168,0.2528353345098013,0.10346478057965906,-0.12183141335147095,-0.07457640350520887,-0.041922901947306246,-0.15533401613790973,-0.15633273865803107,-0.196785373533692,0.1323269353908572,-0.0358263666656672,0.22769082281771447,-0.002197331915081936,-0.1460693326272448,-0.05530203862132323,0.15568229711370668,0.21496807434380769,0.16446661563781784,0.27799661405268994,-0.22950784231522936,-0.05272776756764832,0.05400278205912095,-0.14902890744017103,0.1073150933812532,0.01608986343603494,0.07880741101508869,-0.1460693326272448,0.15568229711370668,0.24566993160822917,0.019647222680493907,0.0009464456748622507,0.015522985141275324,0.03201904060054353,0.1465620592553371,,0.20048189696201413,0.12346899870032857,-0.10124330829918501,0.028858347922843156,0.259345971850632,0.2022562419138495,1.0,0.915684684129321,,-0.19743774287689608
Interest Coverage Ratio (Interest expense to EBIT),0.17992047670494332,0.1866280963094892,0.1879304795949107,0.007470228417439602,0.006385710977003698,0.18865975459456558,0.18242823479238085,0.18650517234431943,0.14722621803668579,0.17048123809993682,0.024578661543142897,-0.023435101213777974,-0.026383578806874544,0.2382744366391122,0.35392600762340926,0.12642993864430324,0.12652505490797156,0.12618255041185308,0.1960747668794964,0.04234813254607744,0.19484573949515885,0.22878702933804165,0.20799487476108078,0.17665954310512946,0.22387959503378707,0.26898724490174825,0.2673945349409673,0.2515504021290522,0.14000829435807652,0.2083397954014066,0.18661137418870347,0.037722054347321864,-0.19733000030482575,-0.2026079531428982,0.9338321255360262,0.23630565568162426,0.2370376995926565,-0.2370376995926565,-0.12955016302124367,0.3046598358838964,0.12170252391474813,0.22920103586756593,0.20610499034408397,0.16838486095884767,0.09842876550964892,-0.009058989897390733,0.0032122355255676466,-0.0179686897259276,-0.11207962258666175,0.179660044030551,0.09642575133413042,0.2213116694450606,0.14045960478603167,-0.1704874560356773,-0.12006425106701174,-0.07498473881203477,-0.20093194155942254,-0.21055643484127776,-0.23639275149101882,0.15416596667973315,-0.053966719016741126,0.22736041939638577,-0.003711560067706461,-0.16772300877733018,-0.0991307008376216,0.18613828234013874,0.25134868053758874,0.12155169622782253,0.2277025017033827,-0.24763535734667658,-0.040380528668086155,0.048517665350337524,-0.19002215987389343,0.1263516299858667,0.0003904945635310326,0.10883508405567373,-0.16772300877733018,0.18613828234013874,0.2841750168812628,0.0013709562997157472,-0.01718439032705709,0.005542531756910265,0.01382610796486386,0.1973299190789086,,0.15119673895856872,0.14646613323271823,-0.12759081623141347,0.007474566727158021,0.20857716279592564,0.24207252520769637,0.915684684129321,1.0,,-0.23703904274678406
Net Income Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equity to Liability,0.25330266456293365,0.2510974537729402,0.25896916168948186,0.39244863713188616,0.3927835004969779,0.25290527892478865,0.34793694487457977,0.35102200229803,0.28799975511897435,0.34184480970150904,-0.07571835651577981,0.08002796184231968,0.46761987415853734,-0.25369128045235173,0.026288674914969352,0.24917244986199008,0.2493513461588958,0.24898165905713013,0.17422455644344953,0.19819254814916526,-0.3572693530282662,0.0691047194152858,0.17138234333135072,-0.023911314971559256,-0.01688869072261022,0.02357760411659393,0.02311304217102369,0.009451849944408126,0.030082241733185657,0.10589228223070206,0.014845300641230724,0.14691852197189154,0.710342821326134,0.7021021116178007,-0.24585442868302962,-0.9987442233571568,-0.9999999028564657,0.9999999028564657,0.26666298689403106,-0.82365721462004,-0.1278009011335952,0.06838248320291,0.17279551592475614,-0.6683520328401009,-0.19591330280394326,0.030742345949306846,-0.03747219499496237,0.02532568711067371,-0.04678605197820364,-0.5190307045642591,-0.23312666232992416,0.11498926289984802,-0.12902177262238587,0.4829943884088035,0.09965689031725032,-0.09224421931930264,0.37733920849395325,0.7029362821365526,0.6219778486833712,-0.8275447534038447,0.4842763953204438,-0.27260405813956073,0.16271703599247725,0.1171772193346159,0.1918005644004966,-0.9107769059343145,-0.39863063856900033,0.3303717847266569,0.2504379249073019,0.031452673951649524,-0.004027805519745691,-0.09935672502340939,0.5770939522748244,-0.23182586829095808,0.0788081428587499,-0.056459017062703155,0.1171772193346159,-0.9107769059343145,-0.5341461540920805,0.06469921590812842,0.10150178350587201,0.29117030785251224,0.03881702245826568,-0.7103456649046559,,0.3047899721752878,-0.18420932488938696,0.38219515488205574,0.39244106282859903,0.14644145616448834,-0.9925987341380008,-0.19743774287689608,-0.23703904274678406,,1.0
